country	time	s_hat	s_var	C_bq1_bst	C_ba45_bst	C_bq1_biv	C_ba45_biv	C_bq1_ba1	C_ba45_ba1	C_bq1_ba2	C_ba45_ba2	C_bq1_ba45	C_ba45_ba45	C_bq1_bq1	C_ba45_bq1
SPAIN	44834	0.091	3.06e-05	0.03077943610683453	0.07989635100861231	0.0013142359333370532	0.001346634689791118	0.0003413300409831464	0.002372441773387143	0.0021836498167543796	0.010014264964738203	0.01216164139892646	0.024545606807682356	0.00020569777641962856	0.00024814680953532715
SPAIN	44841	0.082	1.34e-05	0.028215661994768514	0.07395654658904754	0.001472908255262399	0.0015122158272011272	0.0003086370636273942	0.002149682249512986	0.0019827813228951666	0.009220390666165642	0.012223737864546197	0.025105337622211874	0.00036712323265351875	0.0004274712282831739
SPAIN	44848	0.079	8.9e-06	0.025842689809510547	0.06838114118944438	0.0017674547329397945	0.0018171379655847672	0.0002790614976244589	0.0019473704897156325	0.0017997841847365774	0.00847854652027699	0.012360395412398768	0.025754154797365356	0.000620970456012279	0.0007102944352675561
SPAIN	44855	0.08	5.6e-06	0.023646346122112246	0.06314940112767158	0.003064224600107027	0.0031477745193363373	0.00025230115670523003	0.0017636798691876227	0.0016330603083193028	0.007786632787043237	0.012322395212949418	0.026119896276264893	0.0009314514832158276	0.0010583331164778493
SPAIN	44862	0.08	5.4e-06	0.021625686670590807	0.058280335274989326	0.003676473478790159	0.0037821517449456673	0.00022808409911565102	0.0015969376652972462	0.0014812505226848495	0.0071426863472883965	0.012065868223656188	0.026128408829134992	0.0012540934728220118	0.0014235322071621162
SPAIN	44869	0.079	5.4e-06	0.019762731768558382	0.05373633034809365	0.004478933685359828	0.004613197898112029	0.00020617453328151188	0.0014456545154316945	0.0013430769584520626	0.006544573033946209	0.011622268032023722	0.025815911642317352	0.0015394766198411445	0.001751993756683665
SPAIN	44876	0.077	7.2e-06	0.018048080402209992	0.04950517468816495	0.005307580769553699	0.005473977772114477	0.00018637006962583867	0.001308514861390561	0.0012175213620772033	0.005990454620507133	0.011137463465680238	0.025391111658421967	0.001917024015245253	0.00218587769638558
SPAIN	44883	0.072	1.06e-05	0.016471612762244844	0.04557062933083938	0.006062543330292629	0.006262709221181217	0.00016847439534739252	0.0011842575879836953	0.001103438529331202	0.005477931574836034	0.010610214046376784	0.024849906356596077	0.0023507476390074574	0.002686759981635726
SPAIN	44890	0.066	1.28e-05	0.015024046468946228	0.0419176048582078	0.006712263008798548	0.006947375561914812	0.00015231552521608916	0.0010717555810559184	0.000999816698865627	0.00500468731950227	0.010069636501701437	0.024234428955469536	0.002907036532094034	0.0033287589541782857
SPAIN	44897	0.059	1.86e-05	0.013696286887808365	0.03853026670403189	0.007103416552087933	0.007371209139392445	0.00013771367078791843	0.0009698721986480974	0.0009057428373548357	0.0045684447034287	0.009525214554987296	0.023558803808231957	0.0036019698032520534	0.0041311726595081475
SPAIN	44904	0.048	2.42e-05	0.012476588078685449	0.035383039316567146	0.00773833014886908	0.008047175230913403	0.00012450462039006576	0.0008775613221916537	0.0008203509816537816	0.004166885143243532	0.008981164288744233	0.022830400480949514	0.004391902755369658	0.0050480063112744245
SPAIN	44911	0.035	2.95e-05	0.01135842457635428	0.03246607101102301	0.008592448783329817	0.008951427243075625	0.00011255991020124919	0.0007939574110291783	0.0007428440340132719	0.0037977267488017662	0.008452573865064407	0.02207338142131799	0.005262704274919715	0.006065469990055206
SPAIN	44918	0.021	4.25e-05	0.010336562214185527	0.029772711777458192	0.009044433139769473	0.009449564879382437	0.00010176301242024473	0.0007182716199920744	0.0006725360154395692	0.0034588565427851018	0.007924454116064442	0.021267923915919387	0.006028243553331248	0.006980168116979038
SPAIN	44925	0.011	4.6e-05	0.009402527465726085	0.027285010610476564	0.009263837523483202	0.009714322247009756	9.19954728883439e-05	0.0006497284141243184	0.0006087773110688728	0.003148178762452234	0.007396324999099901	0.02041576846262455	0.006624348131066512	0.007721415448848922
SPAIN	44932	0.005	6.47e-05	0.008548517607157623	0.02498635274367127	0.009479921600660676	0.009979791601245121	8.315883365710856e-05	0.0005876593717093401	0.0005509740727222474	0.0028636785974156466	0.006881716775097022	0.01953961693394347	0.007052720269204036	0.008289578391712439
SPAIN	44939	-0.001	9.68e-05	0.0077676742031654806	0.02286241155047661	0.009851896222726211	0.01040896134693274	7.516817746606829e-05	0.0005314762176020455	0.0004985898738909007	0.0026034475527998216	0.006382783311171293	0.018646120568519362	0.0073150101858995035	0.008685342674722506
